"IsChecked";"Фраза";"Источник";"Дата добавления";"Частотность [WS]";"Частотность * * [WS]";"Частотность *!* [WS]";"Сезонность [WS]";"Корректность словоформы [SG]";"Частотность (первая) [RA]";"Частотность (все) [RA]";"Конкуренция в ПС Яндекс [KEI]";"Конкуренция в ПС Google [KEI]";"Кол-во главных страниц в ПС Яндекс [KEI]";"Кол-во главных страниц в ПС Google [KEI]";"Кол-во вхождений в заголовок в ПС Яндекс [KEI]";"Кол-во вхождений в заголовок в ПС Google [KEI]";"Рел. страница в ПС Яндекс";"Рел. страница в ПС Google";"Позиция в ПС Яндекс";"Страница в ПС Яндекс";"Позиция в ПС Google";"Страница в ПС Google";
"False";"миссия прощай моя любовь";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"моя миссия 3";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"какова моя миссия";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"моя бимбо миссии";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"моя миссия в этой жизни";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"смотреть аниме мое миссия все серии";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"какова моя миссия в жизни";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"моя миссия на земле";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия моей работы";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия мой дом";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"бьюкенен джордж моя миссия в россии";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"моя миссия в финляндии и прибалтике";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"аниме моя миссия моэ";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"тест моя миссия";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"эссе моя миссия как педагога";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"прохождение миссии эд любовь моя";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"мой миссия смотреть онлайн";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"эммануэль беар миссия моя госпожа";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"чкр 11 класс моя миссия в мире";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"моя миссия выполнена на английском";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"как миссия влияет на мои решения";"YandexWordstatLeftColumn";"3/30/2016 5:49:29 PM";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"личная миссия человека";"YandexWordstatLeftColumn";"3/30/2016 5:49:38 PM";"79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"личная миссия примеры";"YandexWordstatLeftColumn";"3/30/2016 5:49:38 PM";"44";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"александр белов икс миссия личная жизнь";"YandexWordstatLeftColumn";"3/30/2016 5:49:38 PM";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"личная миссия руководителя";"YandexWordstatLeftColumn";"3/30/2016 5:49:38 PM";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"александр белов икс миссия личная";"YandexWordstatLeftColumn";"3/30/2016 5:49:38 PM";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"личная миссия человека пример";"YandexWordstatLeftColumn";"3/30/2016 5:49:38 PM";"24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия выполнима хоум кредит личный кабинет";"YandexWordstatLeftColumn";"3/30/2016 5:49:38 PM";"15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"личная миссия и цели руководителя";"YandexWordstatLeftColumn";"3/30/2016 5:49:38 PM";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"личные миссии великих людей";"YandexWordstatLeftColumn";"3/30/2016 5:49:38 PM";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"александр кулыгин икс миссия личная жизнь";"YandexWordstatLeftColumn";"3/30/2016 5:49:38 PM";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"человек паук 3 миссия";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"263";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"мониторинговая миссия оон по правам человека";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"241";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"игра миссия человека паука";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"187";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"главные миссии человека";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"156";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"человек паук проходит миссию";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"126";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия человека на земле";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"124";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"игры человек паук 3 миссия";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"105";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссии великих людей";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"как пройти миссию в человеке пауке";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"82";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"высшая миссия человека";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"человек паук прохождение миссии";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия человека примеры";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"76";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия новый человек паук";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"72";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"видео миссии человек паук";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"как пройти миссию в человек паук 3";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"жизненная миссия человека";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"полевая миссия по правам человека";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"крымская полевая миссия по правам человека";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"человек паук 3 миссия 1";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"игра человек паук миссия 2";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"смотреть человек паук миссия";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"37";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"данные о миссии человека";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссии известных людей";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"игры миссия железный человек";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"человек новые миссий игры";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"какая миссия у человека";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия по правам человека в крыму";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия совет европы по правам человека";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия снежный человек гта 5";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия в жизни каждого человека";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"как пройти миссию новый человек паук";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"как определить миссию человека";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия белого человека";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"у каждого человека своя миссия";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"человек паук миссия ящер 3";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"человек паук 3 2 миссия";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия человека по имени";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"как пройти миссию в человеке пауке 2";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"10 доклад миссии оон по правам человека";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"человек паук игры 3 1 миссия";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия человека в космосе";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"человек и внешняя миссия";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"человек паук 3 последняя миссия";"YandexWordstatLeftColumn";"3/30/2016 5:49:45 PM";"15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия человека по дате рождения";"YandexWordstatLeftColumn";"3/30/2016 5:49:54 PM";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссии человека после смерти";"YandexWordstatLeftColumn";"3/30/2016 5:49:54 PM";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"mafia вылетает на миссии бегущий человек";"YandexWordstatLeftColumn";"3/30/2016 5:49:54 PM";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия в жизни человека пример";"YandexWordstatLeftColumn";"3/30/2016 5:49:54 PM";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"игры железный человек последняя миссия";"YandexWordstatLeftColumn";"3/30/2016 5:49:54 PM";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"люди безгранично верили в свою религиозную миссию";"YandexWordstatLeftColumn";"3/30/2016 5:49:54 PM";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"воспитать человека обязанность право миссия современного образования";"YandexWordstatLeftColumn";"3/30/2016 5:49:54 PM";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"какая миссия человека на земле";"YandexWordstatLeftColumn";"3/30/2016 5:49:54 PM";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"в чем миссия людей под знаком рака";"YandexWordstatLeftColumn";"3/30/2016 5:49:54 PM";"6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"фоллаут 3 миссия искусственный человек";"YandexWordstatLeftColumn";"3/30/2016 5:49:54 PM";"6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия отдельно взятого человека";"YandexWordstatLeftColumn";"3/30/2016 5:49:54 PM";"6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"смотреть игра человек паук 3 1 миссия";"YandexWordstatLeftColumn";"3/30/2016 5:49:54 PM";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия человека на земле по дате рождения";"YandexWordstatLeftColumn";"3/30/2016 5:49:54 PM";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия человека комментариев";"YandexWordstatLeftColumn";"3/30/2016 5:49:54 PM";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия ранга жизнь 2";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"196";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия для поиска жизни на марсе";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"189";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия новая жизнь";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"174";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"гта сан андреас миссия жизнь это пляж";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"117";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"как пройти миссию жизнь это пляж";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"114";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия ранга жизнь читать";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия ранга жизнь 2 читать";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия женщины в жизни";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия жизни узнать";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"45";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия ранга жизнь панфилов";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"как пройти миссию жизнь словно пляж";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия жизни пример";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия ранга жизнь читать онлайн";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"гта 5 жизнь после миссий";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"гта сан андреас миссия жизнь словно пляж";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия ранга жизнь 2 читать онлайн";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"фильм миссия жизни";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"панфилов миссия ранга жизнь 2";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"христианская миссия новая жизнь";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия сохрани жизнь";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия слово жизни";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия ранга жизнь 2 скачать";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"важнейшую миссию в их жизни";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"василий панфилов миссия ранга жизнь";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"сердце миссия жизни";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"особая миссия в жизни но";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"сочинение на тему миссия жизни";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия ранга жизнь 2 василий панфилов";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"как определить миссию жизни";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия жизни по дате рождения";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия жизни для рыб";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"вальдемар шредер миссия мост в жизнь";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"панфилов миссия ранга жизнь 2 читать";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"пифагор нумерология миссия жизни";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия ранга жизнь 2 форум";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"выполнение миссии заберет жизни";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия ранга жизнь 2 скачать fb2 скачать";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"как найти свою миссию в жизни";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"сохранение после миссии жизнь словно пляж";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"христианская миссия новая жизнь секта";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"миссия поэта быть в центре жизни";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"False";"жизни и священной миссией кларк";"YandexWordstatLeftColumn";"3/30/2016 5:50:01 PM";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
